Unnamed: 0,review,tokens
3587,두 번째 구매ㅜㅜ  너무너무 좋아요 이뻐요 가격도 젤 저렴한 것 같아요,"['두', '구매', '좋다', '이쁘다', '가격', '젤', '저렴하다']"
3588,입구 넓어서 설거지 편해요 좋습니다,"['입구', '넓다', '설거지', '편하다', '좋다']"
3589,좋아요 5개째 구매예요,"['좋다', '구매']"
3590,기능 정말 좋네요 다른 색상도 사고 싶어요,"['기능', '정말', '좋다', '색상', '사고']"
3591,눈으로 보고 만족하고 손 고리가 있어좋아요,"['눈', '보고', '만족하다', '손', '고리', '좋다']"
3592,좋아요 색 모양 좋고 휴대성도 좋아요,"['좋다', '색', '모양', '좋다', '휴대', '성도', '좋다']"
3593,포장 꼼꼼하게 잘 왔어요 가벼워요,"['포장', '꼼꼼하다', '자다', '오다', '가볍다']"
3594,디자인 정말 이쁘고요 생각보다 가볍고 손잡이 또한 좋아요,"['디자인', '정말', '이쁘다', '생각', '가볍다', '손잡이', '좋다']"
3595,아기 외출용으로 디자인이 맘에 들어서 샀는데 세턱후 따듯한 물 넣어놨는데 그대로네요 보온도 짱 다만 일본 꺼 샀다고 남편한테 혼나ㅜㅜ,"['아기', '외출', '용', '디자인', '맘', '들어서다', '사다', '세', '턱후', '따다', '물', '넣다', '그대로', '보온', '짱', '일본', '끄다', '사다', '남편', '혼나다']"
3596,적당한 사이즈로 잘 샀어요 깔끔하고 손잡이가 있어 들고 다니기 좋아요,"['적당하다', '사이즈', '자다', '사다', '깔끔하다', '손잡이', '들다', '다니다', '좋다']"
3597,와이프가 가지고 있는 게 좋아서 다른 색으로 샀습니다,"['와이프', '가지', '좋다', '색', '사다']"
3598,노란색 사고 맘에 들어 화이트도 샀어요 ,"['노란색', '사고', '맘', '들다', '화이트', '사다']"
3599,예뻐요 아이랑 외출할 때 운동하러 갈 때 잘 쓸 거 같아요 만족합니다,"['예쁘다', '외출', '운동', '갈다', '자다', '쓸다', '만족하다']"
3600,이뻐요 이뻐요 ㅎㅎㅎ,"['이쁘다', '이쁘다']"
3601,디자인도 좋고 기능성도 좋고 다 좋아요,"['디자인', '좋다', '기능', '성도', '좋다', '좋다']"
3602,가볍고 이중마개에 디자인이 좋습니다,"['가볍다', '이중', '마개', '디자인', '좋다']"
3603,색상 디자인 기능성 다 너무 좋아요,"['색상', '디자인', '기능', '좋다']"
3604,잘 들고 다닙니다,"['자다', '들다', '다니다']"
3605,지인한테 선물했는데 너무 맘에 든다고 하네요 손잡이도 있고 간편한 게 좋은 것 같아요,"['지인', '선물', '맘', '들다', '손잡이', '간편하다', '좋다']"
3606,색이 아주 화면과 같습니다 텀블러 손잡이 있는 게 정말 편하고 좋다고 하길래 사봤어요,"['색', '아주', '화면', '텀블러', '손잡이', '정말', '편하다', '좋다', '사보다']"
3607,고급스러운 디자인에 사용하기도 편하고 입구가 넖으니 얼음 투입도 쉽고  보온 보냉 잘 되어 파란색 하나 있는데 이번엔 머스터드 색  뙤하나구입햇네요,"['고급스럽다', '디자인', '사용', '편하다', '입구', '넖으', '얼음', '투입', '쉬다', '보온', '보냉', '자다', '파란색', '머스터드', '색', '뙤', '구입', '햇']"
3608,배송 엄청 빨라요  잘 사용하겠습니다,"['배송', '빨르다', '자다', '사용']"
3609,깨끗하네요 겉모습은 하자가 없어서 바로 사용합니다 이쁜 크림색이네요,"['깨끗하다', '겉모습', '하자', '없다', '사용', '이쁘다', '크림', '색']"
3610,좋아요 맘에 들어요 재구매합니다,"['좋다', '맘', '들다', '재다']"
3611,잘 받았습니다 감사해요,"['자다', '받다', '감사하다']"
3612,좋아요 만족합니다 잘 산 거 같아요,"['좋다', '만족하다', '자다', '산']"
3613,레드색이 촌스럽지 않고 고급 지고 예쁘네요 실물이 훨씬 예뻐요,"['레드', '색', '촌', '않다', '고급', '지고', '예쁘다', '실물', '예쁘다']"
3614,킨토 보온보냉 잘 되는 건 말해 입만 아프고 손잡이 있어서 더 좋아요,"['킨토', '보온', '보냉', '자다', '말', '입', '아프다', '손잡이', '더', '좋다']"
3615,심플한 디자인을 찾고 있었는데 킨토가 딱이에요 심지어 가볍고 보온도 잘되고 너무 좋습니다,"['심플', '디자인', '찾다', '킨토', '딱이다', '가볍다', '보온', '좋다']"
3616,사진과 같고 무게감도 괜찮아서 휴대도 용이합니다 만족합니다,"['사진', '무게', '감다', '괜찮다', '휴대', '용이하다', '만족하다']"
3617,보온은 그럭저럭 잘 되긴 합니다,"['보온', '자다']"
3618,너무 좋아요  저는 화이트 구매했는데 처음에 너무 사진상으로 새하얀 흰색일까 봐 노란색 사려 했거든요  근데 다른 후기들 보니 약간 아이보리 색에 가깝다고 하고  또 텀블 러 질감이 약간 까슬한 도자기 그릇 같은 느낌이라 흰색이 그 느낌이 예쁠 것 같아서 화이트 구매했는데  너무 만족해요   뽀얀 흰색은 절대 아니고  때탄 흰색 아이보리인데  이 오돌토돌한 질감과 너무 잘 어울려요   보온보냉  보온은 2시간 밖에 사용 안 해봤는데 잘되고 보냉은 10시간 뒀는데도 얼음이 거의 안 녹고 있었어요 너무 좋아요    중간 뚜껑이 얼음을 안 나오게 해줘서 먹기 편합니다  뚜껑은 꽉 잠그고 흔들었을 때 내용물이 흘러나오지는 않는데 그렇다고 가방에 옆면이나 에코백에 막 넣어서 굴러다니게 할 만큼  안 새진 않아요 그러면 어느 순간 가방이 젖어있을 거예요 ㅠㅠ ㅋㅋㅋ 하지만 그 정도 안 새는 텀블러는 아직 만나 본 적이 없어서 ㅋㅋㅋ 옆으로 눕거나 뒤집어지지 않게 잘만 세워놓을 수 있 으면 흔들림 정도에는 새어 나오지 않고 무엇보다 손잡이가 있어서 휴대가 너무 편합니다   다른 색 또 구매할 예정이에요,"['좋다', '화이트', '구매', '처음', '사진', '새', '하얗다', '흰색', '보다', '노란색', '사려', '후기', '보다', '아이보리', '색', '가깝다', '텀블', '질감', '까슬하다', '도자기', '그릇', '느낌', '흰색', '느낌', '예쁘다', '화이트', '구매', '만족하다', '뽀얗다', '흰색', '절대', '아니다', '흰색', '아이보리', '오돌토돌하다', '질감', '자다', '어울리다', '보온', '보냉', '보온', '사용', '안', '해봤다', '보냉', '두다', '얼음', '안', '녹다', '좋다', '중간', '뚜껑', '얼음', '안', '나오다', '해주다', '먹기', '편하다', '뚜껑', '꽉', '잠그다', '흔들다', '내용물', '흘러나오다', '않다', '가방', '옆면', '에코', '막', '넣다', '구르다', '안', '새다', '않다', '순간', '가방', '젖다', '정도', '안', '새다', '텀블러', '만나다', '보다', '적', '없다', '옆', '눕다', '뒤집어지다', '않다', '잘만', '세우다', '흔들리다', '정도', '새다', '나오다', '않다', '손잡이', '휴대', '편하다', '색', '구매', '예정']"
3619,이쁘고 성능도 좋아요,"['이쁘다', '성능', '좋다']"
3620,물 많이 마시려고 500미리 주문해 써요 킨토는 보온도 잘되고 최고임,"['물', '말다', '미리', '주문', '써다', '킨토', '보온', '최고']"
3621,머스터드 색이 너무나 이쁘고 좋네요 휴대하기도 좋고요,"['머스터드', '색', '이쁘다', '좋다', '휴대', '좋다']"
3622,디자인도 이쁘고 보온도 잘됩니다,"['디자인', '이쁘다', '보온']"
3623,깔끔하고 디자인도 나무 이쁘고 용량도 커서 아주 만족하게 사용하고 있습니다 보온 보냉 다 잘 돼요,"['깔끔하다', '디자인', '나무', '이쁘다', '용량', '커서', '아주', '만족하다', '사용', '보온', '보냉', '자다']"
3624,친구 생일에 선물했는데 귀여워하네요 내구성 좋아서 오래 쓸 수 있기를 바라요,"['친구', '생일', '선물', '귀엽다', '구성', '좋다', '쓸다', '바라다']"
3625,친구 선물했어요 마음에 든대요,"['친구', '선물', '마음', '들다', '대요']"
3626,디자인이 너무 좋아요,"['디자인', '좋다']"
3627,들기 편하고 색상도 디자인도 마음에 들어요,"['들다', '편하다', '색상', '디자인', '마음', '들다']"
3628,디자인도  예쁘고 가벼워서 좋아요 따뜻한 홍삼 담아 다닙니다,"['디자인', '예쁘다', '가볍다', '좋다', '따뜻하다', '홍삼', '담다', '다니다']"
3629,다른 곳보다 저렴하게 샀어요 안에 차 망 부분은 분리는 안 되나요,"['곳', '저렴하다', '사다', '안', '차', '망', '부분', '분리', '안']"
3630,색도 화사하고 다 만족합니다,"['색도', '화사하다', '만족하다']"
3631,냉 보온 모두 오래오래 가요 디자인도 깔끔하니 너무 맘에 들어서 제거 사고 아들 것도 사줬어요,"['냉', '보온', '오래오래', '디자인', '깔끔하다', '맘', '들어서다', '제거', '사고', '아들', '사주다']"
3632,말해 뭐 하나요 너무 편하면서 좋은 거 아시죠 손잡이도 있어서 운동할 때나 운전 시 휴대하기 좋아요,"['말', '뭐', '하나요', '편하다', '좋다', '아시', '손잡이', '운동', '운전', '시', '휴대', '좋다']"
3633,보냉 정말 잘 돼서 오래 유지되고 재질이 흠집이 안 나서 좋고 손잡이 있는 게 정말 편해요,"['보냉', '정말', '자다', '유지', '재질', '흠집', '안', '나서다', '좋다', '손잡이', '정말', '편하다']"
3634,보온병 너무 예쁘고 좋아요 ㅎㅎ,"['보온병', '예쁘다', '좋다']"
3635,뚜껑도 단단하고  재질도 좋습니다 불편한 덤은 거름망이 분리가 되지 않아서 조금 불편한 거 같고요 보냉은 잘 될 거 같습니다,"['뚜껑', '단단하다', '재질', '좋다', '불편하다', '덤', '거름', '망', '분리', '않다', '불편하다', '보냉', '자다']"
3636,디자인 깔끔하고 내구성도 좋은 것 같습니다 오래 쓰려고 구매했습니다,"['디자인', '깔끔하다', '구성', '좋다', '쓰다', '구매']"
3637,역시 너무 맘에 듭니다,"['역시', '맘', '듭니']"
3638,아직 사용 전이지만 너무 이쁘네요,"['사용', '전이', '이쁘다']"
3639,선물 받은 사람이 마음에 들어 하네요,"['선물', '받다', '사람', '마음', '들다']"
3640,잘 받았어요 ,"['자다', '받다']"
3641,출산준비물로 은근 많이들 사놓는 아이템 조리원 가져가려고 샀고요 산지 좀 됐지만 아직 안 써봤어요 디자인 컬러가 너무 예쁨요,"['출산', '준비물', '은근', '들다', '사다', '아이템', '조리', '가져가다', '사다', '산지', '안', '써다', '보다', '디자인', '컬러', '예쁘다']"
3642,잘 쓰고 있어요 튼튼해요 근데 좀 잘 더러워지고 립스틱이 조금 착색돼요,"['자다', '쓰다', '튼튼하다', '자다', '더러워지다', '립스틱', '착색']"
3643,이쁘고 기능 및 휴대성 좋아 만족합니다,"['이쁘다', '기능', '휴대', '좋다', '만족하다']"
3644,오늘 처음 가져갔는데 기존 텀블러보다 오래도록 보온효과 있어요 맘에 들어요 예쁘기도 하고 편해요 들고 다니기도 좋고 아주아주 맘에 쏙 드네요,"['오늘', '처음', '가져가다', '기존', '텀블러', '보온', '효과', '맘', '들다', '예쁘다', '기도', '편하다', '들다', '다니다', '기도', '좋다', '맘', '쏙', '드네']"
3645,이쁘고 기능도 좋아 만족합니다,"['이쁘다', '기능', '좋다', '만족하다']"
3646,손잡이가 있어서 편하게  사용하고 있어요,"['손잡이', '편하다', '사용']"
3647,세척하기도 편하고 손잡이가 있어서 들고 다니기 매우 좋아요 ㆍ보온도 잘 되고요 ㆍ만족합니다ㆍ 하나 더 구매예정입니다,"['세척', '편하다', '손잡이', '들다', '다니다', '매우', '좋다', '보온', '자다', '만족하다', '더', '예정']"
3648,색 이쁘고 용량 크고 재질감이 좋아서 그립이 잘 잡혀요 잘 사용할게요,"['색', '이쁘다', '용량', '크다', '재질감', '좋다', '그리다', '자다', '잡히다', '자다', '사용']"
3649,친구 선물로 주었고 마음에 든다고 해요,"['친구', '선물', '주다', '마음', '들다']"
3650,색상이 너무너무 이뻐요 그리고 이중으로 되어있어서 물이 안 새서 좋습니다 ㅎㅎㅎ,"['색상', '이쁘다', '이중', '물이', '안', '새다', '좋다']"
3651,매일 이용하는 카페 일회용 컵을 줄여보고자 기능성 좋은 텀블러를 찾고 있었는데 딱 좋게 구매한 거 같아요   500미리 용량이 어느 정도 카페 음료를 테이크아웃 하기에 딱 좋고요 보 온이나 보냉 기능도 우수합니다 오후 2시쯤에 아이스 음료를 테이크아웃 했는데 저녁 9시 너무게까지 얼음이 멀쩡하더라고요   디자인도 무광이라 깔끔하고 입구가 넓으니 세척하기도 편 해요 저렴하고 다양한 텀블러들이 판치는 세상에서 2만 원이 너무는 가격대가 절대 비싼 가격이라고 생각이 안 들 정도로 맘에 드는 상품입니다 주변에도 완전 추천 추천,"['매일', '이용', '카페', '일회용', '컵', '줄이다', '보고', '기능', '좋다', '텀블러', '찾다', '좋다', '구매', '미리', '용량', '정도', '카페', '음료', '테이크아웃', '좋다', '보', '온', '보냉', '기능', '우수하다', '오후', '아이스', '음료', '테이크아웃', '저녁', '무게', '얼음', '멀쩡하다', '디자인', '무광', '깔끔하다', '입구', '넓다', '세척', '편', '저렴하다', '다양하다', '텀블러', '판치다', '세상', '원', '무', '가격', '대가', '절대', '비싸다', '가격', '생각', '안', '들다', '정도', '맘', '들다', '상품', '주변', '완전', '추천', '추천']"
3652,화면 그대로 고요 너무 예쁘고 손잡이 있어서 더 좋아요,"['화면', '그대로', '고요', '예쁘다', '손잡이', '더', '좋다']"
3653,화이트 구입해 잘 사용하고 있습니다 아기 분유 물 담아 외출하는데 보온 잘 돼요   엄마 드리려고 재구매 했습니다 로즈 색도 고급스럽고 예쁘네요 ,"['화이트', '구입', '자다', '사용', '아기', '분유', '물', '담다', '외출', '보온', '자다', '엄마', '드리다', '재다', '즈', '색도', '고급스럽다', '예쁘다']"
3654,아직까지 보온력 우수합니다 크기도 적당해서 들고 다니기 편하네요,"['보온', '우수하다', '크기', '적당하다', '들다', '다니다', '편하다']"
