Unnamed: 0,review,tokens
3447,매일매일 잘 쓰고 있어요 손잡이가 있어 편리하네요,"['매일', '자다', '쓰다', '손잡이', '편리하다']"
3448,매일매일 사용하는 텀블러 보냉 보온 훌륭해요,"['매일', '사용', '텀블러', '보냉', '보온', '훌륭하다']"
3449,친구 생일선물로 줬어요  배송도 늦지 않고 잘 받았어요,"['친구', '생일', '선물', '주다', '배송', '늦다', '않다', '자다', '받다']"
3450,구입하길 너무 잘했어요 대만족입니다,"['구입', '대', '만족']"
3451,배송 빠르고 상품도 좋습니다 잘 사용할게요,"['배송', '빠르다', '상품', '좋다', '자다', '사용']"
3452,손잡이가 있어 아이들이 쓰기 좋아요 더운 날은 얼음도 넣어 하루 종일 시원하게 마실 수 있어요,"['손잡이', '쓰기', '좋다', '덥다', '날', '얼음', '넣다', '하루', '종일', '시원하다', '말다']"
3453,일본산인 것만 빼면 아주 맘에 들어요 색깔도 너무 예뻐요,"['본', '산', '빼다', '아주', '맘', '들다', '색깔', '예쁘다']"
3454,색상 좋고 고리가 있어 잡고 트레킹 할 때 좋아요,"['색상', '좋다', '고리', '잡고', '트레킹', '좋다']"
3455,디자인이 예쁘고 보냉 기능도 잘됩니다 좋아요,"['디자인', '예쁘다', '보냉', '기능', '좋다']"
3456,생각보다 기능이 좋고 약간 무거워요 하지만 손잡이가 달려있어서 정말 편해요,"['생각', '기능', '좋다', '무거워', '손잡이', '달다', '정말', '편하다']"
3457,예뻐요 기능도 줗았으면 좋겠어요,"['예쁘다', '기능', '줗았으', '좋다']"
3458,한 달 내내 너무너무 잘 쓰고 있어요  흰색 사서 초반엔 사용하면서 립스틱 묻는 게 안 지워지는 것 같아서  걱정했었는데 설거지할 때 세제로 지우면  깨끗이 씻깁니다   다른 색상과  킨토  다른 투고 텀블러도 사고 싶을 만큼  너무너무 맘에 들어요   예뻐서 들고 다닐 때마다 만족감 너무 크고  따뜻한 건 유지시간이 길지 않지만  차가운 건 정말 반나절은 충분히 가고도 남을 만큼 좋습니다   좋은 제품 정말 너무 잘 쓰고 다녀서 행복합니다,"['달', '내내', '자다', '쓰다', '흰색', '사서', '초반', '사용', '립스틱', '묻다', '안', '지워지다', '걱정', '설거지', '세제', '지우다', '씻기다', '색상', '킨토', '투고', '텀블러', '사고', '맘', '들다', '예쁘다', '들다', '다니다', '만족감', '크다', '따뜻하다', '유지시', '길다', '않다', '차갑다', '정말', '반나절', '충분하다', '남', '좋다', '좋다', '제품', '정말', '자다', '쓰다', '다니다', '행복하다']"
3459,지난번에 구매하고 다시 하나 더 재구매 하네요,"['지난번', '구매', '다시', '더', '재다']"
3460,디자인도 예쁘고 보냉도 잘 돼서 좋아요,"['디자인', '예쁘다', '보냉', '자다', '좋다']"
3461,빠른 배송 감사합니다 실제로 보니 톤 다운된 머스터드 느낌이네요 약간 둔한 느낌도 있고요 손잡이 있어 잘 사용할 것 같아요,"['빠르다', '배송', '감사하다', '실제', '보다', '톤', '다운', '머스터드', '느끼다', '둔하다', '느낌', '손잡이', '자다', '사용']"
3462,신랑 텀블러가 오래돼서 사주었는데 마음에 들어 합니다,"['신랑', '텀블러', '사주다', '마음', '들다']"
3463,손잡이 있어서 들고 다니기 편합니다 보냉도 오랜 시간 꽤 잘 돼요 ,"['손잡이', '들다', '다니다', '편하다', '보냉', '꽤', '자다']"
3464,디자인이 내 마음에 속 드네요 잘 쓸게요,"['디자인', '내', '마음', '속', '드네', '자다', '쓸다']"
3465,디자인이며 색상이며 너무 마음에 들어요 보온보냉도 얼마나 잘 되는지 매일매일 애용하고 있답니다,"['디자인', '색상', '마음', '들다', '보온', '보냉', '자다', '매일', '애용']"
3466,공효진 들고 있는 텀블러가 너무 이뻐서 구매했어요 살짝 무게감은 있지만 입구가 넓어서 냉커피 타서 들고 다니기 딱이네요 물론 보냉도 잘 되고요 다른 색도 구매할까 욕심이 드네요,"['공효진', '들다', '텀블러', '이쁘다', '구매', '살짝', '무게', '감다', '입구', '넓다', '냉커피', '들다', '다니다', '딱이다', '보냉', '자다', '색도', '구매', '욕심', '드네']"
3467,귀여워요  색도 이쁘고,"['귀엽다', '색도', '이쁘다']"
3468,역시 킨토입니다 가볍고 입구 넓어서 얼음 넣기도 좋고요 겉은 파우더리해서 촉감도 너무 좋아요 들고 다니기 딱 좋고 차에서도 쓰기 좋습니다,"['역시', '킨토입니', '가볍다', '입구', '넓다', '얼음', '넣기', '좋다', '겉', '파우더', '리해', '촉감', '좋다', '들다', '다니다', '좋다', '차', '쓰기', '좋다']"
3469,평소 쓰던 텀블러가 얼음 넣기가 너무 슬림한 스타일이라 여러 텀블러 검색하던 중에 디자인도 깔끔하고 세척도 쉽겠다 싶어 주문했는데 사이즈 딱 좋아요 ,"['평소', '쓰다', '텀블러', '얼음', '넣기', '슬림', '스타일', '여러', '텀블러', '검색', '디자인', '깔끔하다', '세척', '쉬다', '주문', '사이즈', '좋다']"
3470,선물로 보냈는데 마음에 들어 하네요,"['선물', '보내다', '마음', '들다']"
3471,후기 적으신 분 걸 중에 다크 그레이 브라운 빛이 돌아 처음에 놀랐다고 하신 말씀 무슨 말인지 알겠어요 ㅎ 그레이인데 브라운 돕니다 그래도 예쁘고요 튼튼해 보이네요 잘 쓰겠습니다,"['후기', '적다', '분', '다크', '그레이', '브라운', '빛', '돌다', '처음', '말씀', '말', '알다', '그레이', '브라운', '돕다', '예쁘다', '튼튼하다', '보이다', '자다', '쓰다']"
3472,손잡이가 제일 맘에 들어요 색상도 독특하고 좋아요,"['손잡이', '제일', '맘', '들다', '색상', '독특하다', '좋다']"
3473,보온력 최고입니다ㅠㅠ 무게도 보통이고 손잡이가 달려있어서 들고 다니기 편해요 진짜 너무 이뻐요,"['보온', '최고', '무게', '보통', '손잡이', '달다', '들다', '다니다', '편하다', '진짜', '이쁘다']"
3474,진짜 보온보냉이 완벽합니다 손잡이가 있어 들고 다니기도 편하고 깔끔합니다 온 가족이 하나씩 있어요 ,"['진짜', '보온', '보', '냉이', '완벽하다', '손잡이', '들다', '다니다', '기도', '편하다', '깔끔하다', '온', '가족']"
3475,용량도 넉넉하고 보온력도 좋아요,"['용량', '넉넉하다', '보온', '좋다']"
3476,등산 갈 때 쓰려고 샀는데 색도 이쁘고 입구도 넓어서 세척하기 좋아요,"['등산', '갈다', '쓰다', '사다', '색도', '이쁘다', '입구', '넓다', '세척', '좋다']"
3477,색상이 너무 예뻐요 기능도 기닥됩니다,"['색상', '예쁘다', '기능', '기', '닥']"
3478,튼튼해 보이고 색상도 이쁘네요 배송도 빨랐어요,"['튼튼하다', '보이', '색상', '이쁘다', '배송', '빨르다']"
3479,색상 고민을 아주 오랫동안 했는데 저는 무채색 푸른색을 좋아하는 사람이라 최종 후보 흰색 그레이 네이비 중 그레이를 골랐어요 받아보고는 갈색빛이 많이 돌아서 좀 놀랐습니다 색이  잘못 온 줄 알고 전체 색상 종류 다시 확인했는데 그레이가 맞더라고요 근데 계속 보니 따뜻한 색이라 맘에 들어요 대부분 노란색 흰색 같은 상큼한 색들을 고르시니 저는 이 색을 가 졌다는 게 더 좋은 것 같아요  기능은 듣던 대로입니다 주로 아이스 음료를 먹으려고 산 거라 보온은 어느 정도인지 아직 모르겠는데 보냉은 쓰는 데 불편한 없이 오래가고 밀폐도 완벽해 서 새지 않아요  배송도 엄청 빨라서 더 좋았습니다 배송 마감된다는 평일 3시 딱 걸쳐진 시간에 주문했는데 바로 보내주셔서 다음날 받았어요,"['색상', '고민', '아주', '무채색', '푸른색', '좋아하다', '사람', '최종', '후보', '흰색', '그레이', '네이비', '그레이', '고르다', '받다', '보고', '갈색', '빛', '돌아서다', '색', '잘못', '온', '줄', '알', '전체', '색상', '종류', '다시', '확인', '그레이', '맞다', '계속', '보다', '따뜻하다', '색', '맘', '들다', '대부분', '노란색', '흰색', '상큼', '색', '고르다', '색', '지다', '더', '좋다', '기능', '듣다', '대로', '주로', '아이스', '음료', '먹다', '산', '보온', '정도', '모르다', '보냉', '쓰다', '데', '불편하다', '밀폐', '완벽하다', '서다', '새다', '않다', '배송', '빨', '더', '좋다', '배송', '마감', '평일', '걸치다', '주문', '보내다', '날', '받다']"
3480,예쁘고 좋네요 잘 쓸게요,"['예쁘다', '좋다', '자다', '쓸다']"
3481,500ml 이면 너무 크고 무겁지 않을까 걱정했는데 딱 좋아요 아직 사용 전인데 너무 귀여워서 아주 만족합니다 일본 제품인 게 가장 큰 흠인 것 같아요,"['이면', '크다', '무겁다', '않다', '걱정', '좋다', '사용', '전', '귀엽다', '아주', '만족하다', '일본', '제품', '가장', '크다', '흠']"
3482,예뻐요 색감도 나름 은은하고,"['예쁘다', '색감', '나름', '은은하다']"
3483,색도 이쁘다 손잡이가 편해요,"['색도', '이쁘다', '손잡이', '편하다']"
3484,정말 좋아요 산책이나 운동할 때 손잡이 있는  텀블러 필요했는데 튼튼하고 음료 마실 수 있는 부분이 섬세하게 되어있고요 보온보냉 잘 되고요 색 이쁘고요 지금까지 사용하며 만족만 가득해욥,"['정말', '좋다', '산책', '운동', '손잡이', '텀블러', '필요하다', '튼튼하다', '음료', '말다', '부분', '섬세하다', '보온', '보냉', '자다', '색', '이쁘다', '지금', '사용', '만족', '가득하다', '욥']"
3485,튼튼하고 아주 예뻐요,"['튼튼하다', '아주', '예쁘다']"
3486,아직 사용 전이나 배송 하루 만에 왔어요 좋음 또 재구매할게요 감사합니다,"['사용', '전이', '배송', '하루', '오다', '좋다', '재다', '감사하다']"
3487,보온 보냉 잘 되고요 컬러도 화면이랑 같아요,"['보온', '보냉', '자다', '컬러', '화면']"
3488,정말 좋아요 입구 넓어서 얼음 넣기도 편하고요 모양도 이쁘고 색도 이쁘고 쓰기 아깝네요 집에 스벅 텀블러 많긴 한데 외출용으로는 킨토 압승 같네요,"['정말', '좋다', '입구', '넓다', '얼음', '넣기', '편하다', '모양', '이쁘다', '색도', '이쁘다', '쓰기', '아깝다', '집', '스벅', '텀블러', '많다', '외출', '용', '킨토', '압승']"
3489,손잡이 편하고 용량이 적당합니다 중간 덮개 덕분에 아이스 음료 마실 때 얼음 신경 안 써도 되어서 좋습니다,"['손잡이', '편하다', '용량', '적당하다', '중간', '덮개', '덕분', '아이스', '음료', '말다', '얼음', '신경', '안', '써다', '좋다']"
3490,손잡이가 있어 휴대하게 너무 편하고 운전 중에도 물이 왈칵 썯아지지 않아 좋아요 무엇보다 예뻐서 젤 좋아요,"['손잡이', '휴대', '편하다', '운전', '물이', '왈칵', '썯아지', '않다', '좋다', '예쁘다', '젤', '좋다']"
3491,친구 추천으로 샀는데 잘 쓰고 있어요 편하고 좋아요,"['친구', '추천', '사다', '자다', '쓰다', '편하다', '좋다']"
3492,만족해요 컬러도 좋고요,"['만족하다', '컬러', '좋다']"
3493,킨토 정말 가볍고 컬러도 예쁘고 편리하고 좋아요 보온 보냉도 잘 돼서 너무너무 좋습니다 아주 잘 사용하고 있어요 ㅎㅎ,"['킨토', '정말', '가볍다', '컬러', '예쁘다', '편리하다', '좋다', '보온', '보냉', '자다', '좋다', '아주', '자다', '사용']"
3494,디자인 맘에 듭니다 이쁘네요,"['디자인', '맘', '듭니', '이쁘다']"
3495,지금까지 써본 텀블러 중 가장 최고 추가 구입 생각 중입니다,"['지금', '써다', '보다', '텀블러', '가장', '최고', '추가', '구입', '생각']"
3496,배송 빠르고 제품도 좋아 보여요,"['배송', '빠르다', '제품', '좋다', '보이다']"
3497,손잡이가 있어 가지고 다니기 편해요,"['손잡이', '가지', '다니다', '편하다']"
3498,흰색 정말 이쁩니다 다크 그레이 외에 카키랑 머스터드도 사고 싶네요 입구 넓어서 좋고요 물 넣고 거꾸로 흔들어봤는데 새지 않더라고요 이쁜데 기능도 좋네요,"['흰색', '정말', '이쁘다', '다크', '그레이', '카키', '머스터드', '사고', '입구', '넓다', '좋다', '물', '넣다', '거꾸로', '흔들다', '보다', '새다', '않다', '이쁘다', '기능', '좋다']"
3499,색감과 디자인에 기능성까지 완벽하게 맘에 들어요,"['색감', '디자인', '기능', '완벽하다', '맘', '들다']"
3500,너무 이쁘고 튼튼해요 물도 잘 잠그면 절대 한 방울도 안 흘러요_ 이쁘게 잘 쓸게요,"['이쁘다', '튼튼하다', '물', '자다', '잠그다', '절대', '방울', '안', '흐르다', '이쁘다', '자다', '쓸다']"
3501,친구 사줬는데 괜찮다나 봅니다,"['친구', '사주다', '괜찮다', '보다']"
3502,잘 받았어요 잘 쓸게요ㅡ ,"['자다', '받다', '자다', '쓸다']"
3503,지금까지 써본 텀블러 중 가장 최고,"['지금', '써다', '보다', '텀블러', '가장', '최고']"
3504,아직 사용 전이라 기능은 어떤지 모르지만 이쁘고 가볍네요 그리고 연마 제도 거의 나오지 않아서 좋네요,"['사용', '전이', '기능', '어떻다', '모르다', '이쁘다', '가볍다', '연마', '제도', '나오다', '않다', '좋다']"
3505,색상도 이쁘고 보온 보냉도 잘 돼요 아주 만족하게 잘 사용하고 있습니다 ,"['색상', '이쁘다', '보온', '보냉', '자다', '아주', '만족하다', '자다', '사용']"
3506,가성비 좋은 걸 구입했어요 보온력도 꽤 괜찮고 디자인도 이뻐요,"['가성', '가성비', '좋다', '구입', '보온', '꽤', '괜찮다', '디자인', '이쁘다']"
3507,주문하자마자 바로 발송되어서 방금 받았습니다 정말 빨라요 ?? 생각만큼 너무 예쁘고요 깔끔합니다 다른 컬러도 갖고 싶네요 좋은 상품 감사합니다,"['주문', '발송', '방금', '받다', '정말', '빨르다', '생각', '예쁘다', '깔끔하다', '컬러', '갖다', '좋다', '상품', '감사하다']"
3508,킨토 보온병을 원래 사용했었는데 보온보냉력이 우수해서 큰 사이즈로 재구매했는데 좋아요,"['킨토', '보온병', '원래', '사용', '보온', '보냉', '우수하다', '크다', '사이즈', '재다', '좋다']"
3509,머스터드 색상 구입해서 한 10일 사용해 보니 디자인이랑 색상이 이쁘기도 하고 손잡이가 있어 들고 이동하기도 편하고 보냉 역도 좋고 너무 만족스러워 카키색으로 하나 더 주문했어요 색 상 바꿔가며 사용하고 싶어서요,"['머스터드', '색상', '구입', '사용', '보다', '디자인', '색상', '이쁘다', '기도', '손잡이', '들다', '이동', '편하다', '보냉', '역도', '좋다', '만족스럽다', '카키색', '더', '주문', '색', '상', '바꾸다', '사용']"
3510,보냉 보온 최고이고 손잡이 있어서 너무 좋아요,"['보냉', '보온', '최고', '손잡이', '좋다']"
3511,아주 빠른 배송에 감사드립니다,"['아주', '빠르다', '배송', '감사', '드리다']"
3512,깔끔하니 예쁘네요,"['깔끔하다', '예쁘다']"
3513,선물했는데 만족해해서 기분 좋네요 저도 구매하려고요,"['선물', '만족하다', '기분', '좋다', '구매']"
3514,색도 질감도 너무 좋아요 손잡이 있는 게 이렇게 편한 거군요 ㅎㅎ 성능도 좋습니다,"['색도', '질감', '좋다', '손잡이', '편하다', '성능', '좋다']"
3515,아주 모던하고 심플하면서 예쁘기 그지없네요 화이트가 정말 흰색일까 봐 걱정했는데 약간 오프 화이트로 굉장히 고급스럽습니다,"['아주', '모던', '심플', '예쁘다', '없다', '화이트', '정말', '흰색', '보다', '걱정', '오프', '화이트', '굉장하다', '고급스럽다']"
3516,디자인 예쁘고 가볍고 좋아요,"['디자인', '예쁘다', '가볍다', '좋다']"
3517,보냉력 짱  디자인 굿   무엇보다 손잡이가 있어서 외출 시 편리해요,"['보냉', '짱', '디자인', '굿', '손잡이', '외출', '시', '편리하다']"
3518,세척 후 아직 사용 전입니다 디자인과 컬러가 이뻐서 구매했어요 마음에 들어요 ,"['세척', '후', '사용', '전입', '니', '디자인', '컬러', '이쁘다', '구매', '마음', '들다']"
3519,선물했는데 친구가 정말 좋아하네요ㅎㅎ 보냉 기능 좋을 거라고 믿고 구매했습니다,"['선물', '친구', '정말', '좋아하다', '보냉', '기능', '좋다', '믿다', '구매']"
3520,나온 산에서 손담비 씨가 들고 온 거 보고 너무 이뻐서 바로 구매했어요 생각처럼 너무 이쁘네요 손잡이도 있어서 편리하고 입구가 커서 얼음도 왕창 넣어져요 카페 갈 때 필수 템이에요 ㅎㅎ 화이트 하나 더 구매합니다,"['나오다', '산', '손담비', '씨', '들다', '온', '보고', '이쁘다', '구매', '생각', '이쁘다', '손잡이', '편리하다', '입구', '커서', '얼음', '왕창', '넣다', '카페', '갈다', '필수', '템', '화이트', '더', '구매']"
3521,디자인도 예쁜데 보온도 잘됩니다,"['디자인', '예쁘다', '보온']"
3522,보온 보냉 잘 되고요 새지 않아서 들고 다니기 좋아요 500ml라 용량 넉넉해서 한참 마시네요 근데 머스터드 색깔이 쨍한 노랑은 아니고 약간 톤 다운되어 있어요,"['보온', '보냉', '자다', '새다', '않다', '들다', '다니다', '좋다', '용량', '넉넉하다', '한참', '말다', '머스터드', '색깔', '쨍', '노랑', '아니다', '톤', '다운']"
3523,일단 머스터드 색에 홀려서 구매했는데 진짜 너무 예쁘고 손잡이 있어서 너무 편해요  조금 무겁긴 한데 그런 거 다 무시될 정도로 예뻐요,"['머스터드', '색', '홀려', '구매', '진짜', '예쁘다', '손잡이', '편하다', '무겁다', '그렇다', '무시', '정도', '예쁘다']"
3524,색상 이쁘고 맘에 들어요,"['색상', '이쁘다', '맘', '들다']"
3525,분유 물 담아 다니려고 미리 샀어요  깔끔하고 좋네요,"['분유', '물', '담다', '다니다', '미리', '사다', '깔끔하다', '좋다']"
3526,잘 쓰겠습니다 이뻐요,"['자다', '쓰다', '이쁘다']"
3527,보냉 보온 잘되고 중간 마개가 있어 좋아요,"['보냉', '보온', '중간', '마개', '좋다']"
3528,손잡이 있으니 확실히 편하네요 너무 좋아요,"['손잡이', '확실하다', '편하다', '좋다']"
3529,역시 예쁩니다 텀블러만 들고 운동 갈 때 일반 텀블러 너무 불편했는데 손잡이가 있어 너무 편하고 색상도 쨍하지 않고 예쁩니다,"['역시', '예쁘다', '텀블러', '들다', '운동', '갈다', '일반', '텀블러', '불편하다', '손잡이', '편하다', '색상', '쨍하', '않다', '예쁘다']"
3530,빠른 배송 깨끗한 상품 굿굿굿,"['빠르다', '배송', '깨끗하다', '상품', '굿굿굿']"
3531,상품도 좋고 배송도 빠르답니다,"['상품', '좋다', '배송', '빠르다']"
3532,하루 만에 배달 세척해서 잘 들고 다닐게요,"['하루', '배달', '세척', '자다', '들다', '다니다']"
3533,배송 정말 빠르고 디자인도 예쁘고 너무 맘에 들어요 감사합니다,"['배송', '정말', '빠르다', '디자인', '예쁘다', '맘', '들다', '감사하다']"
3534,친한 동생한테 선물 줬는데 맘에 들어 해요  기분 좋네요,"['친하다', '동생', '선물', '주다', '맘', '들다', '기분', '좋다']"
3535,기능을 알고 있어서 고민이 없었지만 색이 예뻐 고민을 했네요 가볍고 세척이 편해서 좋아요,"['기능', '알', '고민', '없다', '색', '예쁘다', '고민', '가볍다', '세척', '편하다', '좋다']"
3536,생각보다 크기가 큰 것 같아요,"['생각', '크기', '크다']"
3537,깔끔하고 이쁘고 생각보다 가벼워서 좋아요,"['깔끔하다', '이쁘다', '생각', '가볍다', '좋다']"
3538,친구 생일선물로 샀어요ㅎㅎ,"['친구', '생일', '선물', '사다']"
3539,하루 만에 도착 새 척해서 잘 사용할게요,"['하루', '도착', '새', '척', '자다', '사용']"
3540,사용하다가 좋아서 하나 더 구매했습니다 킨토 텀블러 파는 곳 많지만 여기는 모든 컬러 항상 재고가 있어 더 좋은 것 같아요 많이 파세요,"['사용', '좋다', '더', '구매', '킨토', '텀블러', '팔다', '곳', '많다', '여기다', '모든', '컬러', '항상', '재고', '더', '좋다', '파다']"
3541,디자인도 맘에 들고 손잡이가 참 좋네요 보온보냉도 오래가고 전체적으로 맘에 들어요,"['디자인', '맘', '들다', '손잡이', '차다', '좋다', '보온', '보냉', '전체', '맘', '들다']"
3542,I gave this tumbler to my sister She liked this Thx,[]
3543,보냉이 오래갑니다,"['보', '냉이']"
3544,똑같은 텀블러 2년 너무게 쓰다가 오래되니 조금 물이 새는 것 같아서 새로 샀어요 아무리 뒤져봐도 이거보다 더 예쁘고 기능 좋은 텀블러가 안 보이네요 이번엔 화이트 샀는데 정말 예 쁩니다 입구가 넓어서 여름에 얼음 넣기도 좋아요,"['똑같다', '텀블러', '무게', '쓰다', '오래되다', '물이', '새다', '새롭다', '사다', '뒤지다', '보다', '더', '예쁘다', '기능', '좋다', '텀블러', '안', '보이다', '화이트', '사다', '정말', '쁩니', '입구', '넓다', '여름', '얼음', '넣기', '좋다']"
3545,원하던 텀블러를 저렴하게 잘 샀어요,"['원하다', '텀블러', '저렴하다', '자다', '사다']"
3546,배송도 빠르고 맘에 들어요,"['배송', '빠르다', '맘', '들다']"
3547,맘에 드는 디자인 특히 손잡이가 참 좋네요 보온보냉도 오래가고 전반적으로 맘에 들어요,"['맘', '들다', '디자인', '손잡이', '차다', '좋다', '보온', '보냉', '전반', '맘', '들다']"
3548,원하던 사상 사이즈 운전 중 음용 시 한꺼번에 나오지 않을 것 같아 좋아요,"['원하다', '사상', '사이즈', '운전', '음용', '시', '번', '나오다', '않다', '좋다']"
3549,텀블러 외부에 손자국이나 흠집 없이 사용 가능하겠어요 입구가 넓어서 얼음 넣을 때 편하겠고요 색상도 이쁘네요,"['텀블러', '외부', '손', '자국', '흠집', '사용', '가능하다', '입구', '넓다', '얼음', '넣다', '편하다', '색상', '이쁘다']"
3550,색도 예쁘고 다 좋은데 뚜껑 잘 맞춰서 닫아야 해오 가방에 물 흘린 적이 꽤 있어요 은근 신경 써서 닫아줘야 해요,"['색도', '예쁘다', '좋다', '뚜껑', '자다', '맞추다', '닫다', '해오다', '가방', '물', '흘리다', '적', '꽤', '은근', '신경', '써다', '닫다']"
3551,텀블러 둘레가 손으로 잡고 다니기에는 약간 버거운데 손잡이가 있어서 좋네요 입구에서부터 속까지 커서 얼음이 많이 들어가겠네요 좋아요 실물이 더 좋습니다,"['텀블러', '둘레', '손', '잡고', '다니다', '기', '버겁다', '손잡이', '좋다', '입구', '속', '커서', '얼음', '들어가다', '좋다', '실물', '더', '좋다']"
3552,사이즈 고민하다 500 구입했어요 그래도 약간 큰 게 낫겠죠 제품이 심플한 듯하면서도 모던하고 이뻐요,"['사이즈', '고민', '구입', '크다', '낫다', '제품', '심플', '모던', '이쁘다']"
3553,아이들이 들기에 손잡이가 있어 편해요 조금 무겁다고 하는데 색도 예쁘고 맘에 들어 하네요,"['들다', '손잡이', '편하다', '무겁다', '색도', '예쁘다', '맘', '들다']"
3554,너무 예뻐요 완전 마음에 들어요,"['예쁘다', '완전', '마음', '들다']"
3555,마음이 들어서 다른 색 재구매 해요 좋아요,"['마음', '들어서다', '색', '재다', '좋다']"
3556,모양도 너무 앙증맞고 무엇보다 그립감이 너무 좋네요,"['모양', '앙증맞다', '그리다', '감', '좋다']"
3557,너무 이쁘고 가벼워서 좋아요,"['이쁘다', '가볍다', '좋다']"
3558,이거 좋아요 근데 떨어뜨려서 위 뚜껑이 깨졌는데 위 뚜껑만 살 수 있나요,"['좋다', '떨어뜨리다', '뚜껑', '깨지다', '뚜껑', '살']"
3559,일단 재질이 제가 좋아하는 무광 재질이라 너무 좋네요 회사에서 점심 먹으러 나갈 때 텀블러 챙기기 힘들었는데 손잡이가 달려있어서 좋아요 커피테이크아웃 열심히 하려고요,"['재질', '좋아하다', '무광', '재질', '좋다', '회사', '점심', '먹다', '나가다', '텀블러', '챙기다', '힘들다', '손잡이', '달다', '좋다', '커피', '테이크아웃']"
3560,색상도 예쁘고 배송도 빠르네요,"['색상', '예쁘다', '배송', '빠르다']"
3561,며칠 전 구매했는데 디자인 너무 이쁘고 가볍고  보온성도 최고고요 엄마도 필요하다 하셔서  엄마 거 구매해 드렸어요 좋아요,"['며칠', '전', '구매', '디자인', '이쁘다', '가볍다', '보온', '성도', '최고', '고요', '엄마', '필요하다', '엄마', '구매', '드리다', '좋다']"
3562,배송도 빠르고 색도 이뻐요,"['배송', '빠르다', '색도', '이쁘다']"
3563,색도 예쁘고 손잡이가 있어 편해요 살짝 무겁네요,"['색도', '예쁘다', '손잡이', '편하다', '살짝', '무겁다']"
3564,좋아요  마실 때 편하고 손잡이 있어서 사용하기 좋아요,"['좋다', '말다', '편하다', '손잡이', '사용', '좋다']"
3565,친구한테 생일선물로 좋은데 색깔도 너무 예쁘고 가볍게 들고 다니기 좋다네요ㅎㅎ 저도 구매할 예정입니다,"['친구', '생일', '선물', '좋다', '색깔', '예쁘다', '가볍다', '들다', '다니다', '좋다', '구매', '예정']"
3566,주문하면서 회사에서 자랑했죠 다들 예쁘다 귀엽다 갖고 싶다 하더라고요 너무 맘에 들어요,"['주문', '회사', '자랑', '들다', '예쁘다', '귀엽다', '갖다', '맘', '들다']"
3567,너무 좋아서 2개째 구매하네요,"['좋다', '구매']"
3568,분유 보온병으로 쓰려고 구매해요 ,"['분유', '보온병', '쓰다', '구매']"
3569,받자마자 올려요 너무 이뻐요 칼라별로 다 갖고 싶은 텀블러예요 남편이랑 같이 쓰려고 두 개 주문했네요,"['받다', '올리다', '이쁘다', '칼라', '별로', '갖다', '텀블러', '남편', '쓰다', '두', '주문']"
3570,노란색 귀엽네요 만족합니다,"['노란색', '귀엽다', '만족하다']"
3571,사실 뚜껑이 한 번에 반듯하게 닫히지 않을 때가 많은데 보온도 오래가고 저는 너무 좋은데요 손잡이 있어서 더더욱,"['사실', '뚜껑', '번', '반듯하다', '닫히다', '않다', '많다', '보온', '좋다', '손잡이', '더', '더욱']"
3572,색깔이 너무너무 이뻐요ㅠㅠ,"['색깔', '이쁘다']"
3573,머스터드 사려다가 아니 보리로 샀는데 깔끔하고 괜찮은 거 같아요,"['머스터드', '사다', '아니다', '보리', '사다', '깔끔하다', '괜찮다']"
3574,색깔도 너무 이쁘고 좋아?,"['색깔', '이쁘다', '좋다']"
3575,배송 정말 빠르고 너무 좋아요,"['배송', '정말', '빠르다', '좋다']"
3576,딱 저가 원하던 거예요 매우 만족 감사합니다,"['저가', '원하다', '매우', '만족', '감사하다']"
3577,디자인이 예쁘고 색상도 너무 맘에 드네요 운동할 때 들고 다니기가 편할 것 같네요,"['디자인', '예쁘다', '색상', '맘', '드네', '운동', '들다', '다니다', '기', '편하다']"
3578,모양이  예뻐요 손잡이가 있어서 들고 다니기도 좋아요,"['모양', '예쁘다', '손잡이', '들다', '다니다', '기도', '좋다']"
3579,다른 디자인으로 사용하고 있는데 선물로 하나 더 구입했습니다 받는 사람도 맘에 들어 하고 너무 좋네요,"['디자인', '사용', '선물', '더', '구입', '받다', '사람', '맘', '들다', '좋다']"
3580,아기 분이 탈 때 필요해서 구입했어요 디자인 너무 이뻐요,"['아기', '분', '탈', '필요하다', '구입', '디자인', '이쁘다']"
3581,따뜻한 차를 오래 마시고 싶어서 구입했어요  보온성도 뛰어나고 디자인도 너무 예뻐요,"['따뜻하다', '차', '말다', '구입', '보온', '성도', '뛰어나다', '디자인', '예쁘다']"
3582,너무 이뻐요 완전 만족,"['이쁘다', '완전', '만족']"
3583,색상도 예쁘고 들고 다니기에도 편해요 운동 다닐 때 들고 다니는데 좋아요,"['색상', '예쁘다', '들다', '다니다', '기', '편하다', '운동', '다니다', '들다', '다니다', '좋다']"
3584,아이보리에 이어 두 반째 구입 일본 거라는 점만 빼고 좋아요,"['아이보리', '두', '반', '구입', '일본', '점', '빼다', '좋다']"
3585,금요일 오전에 주문했는데 토요일에 받았네요  빠른 배송 감사드려요 전부터 눈여겨보다가 손담비 씨가 나온 산에서 들고나온 거 보고 예뻐서 주문했어요,"['금요일', '오전', '주문', '토요일', '받다', '빠르다', '배송', '감사', '드리다', '전', '눈', '여기다', '손담비', '씨', '나오다', '산', '들고나다', '온', '보고', '예쁘다', '주문']"
3586,좋아요  입구 넓어 설거지 편합니다,"['좋다', '입구', '넓다', '설거지', '편하다']"
