date,review,rating
21.01.19.,"유리라서 좋아요. 금속엔 오래 두면 커피나 차 맛이 변해서요.. 300ml라고했는데 그보다도 살짝 적게 들어가요. 300ml 다 넣으면 뚜껑 닫을 때 넘쳐요. 뚜껑 덮기 불안하지 않게 넣으명 250ml 정도입니다. 즉, 용량이 아주 적다는 건데..알고 산 거예요.  좋은 점 1. 유리재질. 2. 완전 밀폐     생각할 점(유리 재질 특성상 불가피한 점) 1. 용량에 비해 무거움 2. 보온력 약함",4
21.02.06.,가성비 전체적으로 만족하는 빨대부분 고무가 조금 허섭스럽네요,5
20.11.28.,보온 보냉 잘 되고 편하고 좋아요 여름엔 얼음넣고 지금은 따뜻하게 쓰고있어요 가방에 넣고다녀도 안흘러서 좋아요 밀폐가 생각보다 잘되더군요~ 성능 좋아서 잘 쓰고 있습니다 한달쯤 썼을 때 밑 부분이 갈라졌어요 그거 말고는 괜찮고요 개인적으로는 컵에 마이 보틀 영어 글씨 차라리 없었으면 깔끔하고 좋겠다 싶네요 휴레드 로고도 아닌데 그냥 좀 별로 안 어울린다 생각합니다,5
21.02.08.,예쁘고 밀폐 잘되어서 좋아요~^^,5
20.12.27.,생각보다 튼튼해서 좋았어요 샐 것 같은 비주얼에 걱정을 많이 했는데 흔들어도 안 새더라구요 다만 세척할 때 실리콘이 있어서 조금 귀찮습니다 다음에는 뚜껑이랑 통으로만 된 걸로 재구매하려고 합니다! +무지개 빨대 존예??????,4
20.12.31.,"처음 사용할 때 바닥 쪽에서 물방울이 나오는 것 같아서 놀랐어요.
하자있나 다음에 또 사용해봤는데 괜찮더라고요.
사용 괜찮고 빨대 구멍이 따로 있어서 좋아요.
하나 아쉬운 건 바닥에 미끄럼 방지 같은 게 없다는 거에요.
바닥이 고무 인 것만 쓰다보니 내려놓을 때 소리나고 잘 밀려서 생각보다 신경이 쓰이더라고요.
그래도 잘 쓰고 있어요!",5
21.02.18.,친구 선물로 줬는데 마음에 들어해요!ㅎㅎ,5
21.01.02.,보냉 성능이 좋아요. 아이스라떼를 컴블러네 담아이틀 동안 냉장고에 넣어두었는데도 얼음이 녹지 않고 그대로임. 성능 굿.  고급진 하얀색 외관에 투명 플라스틱 뚜껑. 디자인도 굿.,5
20.12.29.,배송받았을 때 더러워 보이고 상품에 오염과 기스가 있었지만 그래도 사용에 문제는 없어서 씁니다~~,5
21.02.07.,조금무겁고 깨질까봐 불안하긴 한데 기능성은 좋아요,5
20.12.29.,밀폐형이라 샀는데 밀폐안되요 가방에넣어서 다젖었어요,2
21.01.23.,"무게도 좀 있고 보온도 잘 안되지만
예뻐요 여름에 쓰기 좋을듯",4
21.01.16.,무겁지도않고 가벼워요 잘쓸게요,5
21.02.12.,너무좋아요~~~~~,5
20.12.08.,"하얗고 예뻤는데 가방에 넣고 30분만에 꺼내보니 기스가 마구 났네요.ㅎㅎㅎ 그럴거라고 생각했어도 막상 순식간에 기스난 몸통을 보니 제 가슴에도 생채기가..
생각보다 크기도 컷어요. 제가 기대했던 사이즈는 350미리인가봐요. 얼음넣고 먹기에 좋은 사이즈같아요. 제가 한여름에도 아이스 안 먹어서 제겐 오버사이즈같아요. 예쁘지만 옷을 입혀줘야할 거같아요.",4
21.01.20.,생각보다 조금 크지만 디자인도 예쁘고 사용하기 편하게 나와서 잘 쓰고 있습니다.,5
21.02.05.,굿이에요 좋아요 좋아 좋음.,5
21.01.19.,"뭐 대부분 중국산 제품들이 많지만
제품 마감이 진짜
입구에 때 보이고
바닥면에 생활 스크레치 있어서 고민했지만
가격대비 그냥 무난한 것 같습니다",3
21.02.12.,좋아요~~~~~~~~,5
21.01.12.,가격대비 괜찮아요 편리하게 쓸수 있을거같아요 보온 보냉도 되고,5
20.12.11.,원하던 디자인이고 깔끔하니 좋아요 세척편리,4
20.12.28.,"고무패킹이 이상해서 뚜껑 여닫을때  고무패킹이 마음대로 움직이네요 마감도 깔끔하지 않고 빨때닫는 고무도 시간이 지나면 자동으로 빠지네요
선물할려고 4개 구입했는데 선물하고 나서 확인했네요 조금 실밍스럽습니다",1
21.01.05.,잘 쓰고 있습니다 산후조리원에 챙겨갈거에요♡,5
20.12.30.,"내용 용기도 용기지만 판매회사가 고객에 대한 불만을 일으키도록 행동하는 것은 최악이다.
지금 것 15개를 구입했으나 커버 케이는 모두 회색이다.
그러니까 이 회사는 재고만 빼는 것이다.
어떻게 15개 모두 회색인가? 
이것이 어떻게 랜덤인가? 
회색 1 회색 2 회색 3 이렇게 랜덤?

부끄러운 줄 알아라!",1
21.01.07.,"티우려먹으려고 찾다가 괜찮아서 샀어요 보온은 크게되는건아닌데
디자인이나 구조같은건 나쁘지않아요",3
21.01.17.,솔직히 조금 새긴하는데 이정도면 괜찮은것같아요,5
20.12.27.,분실해서 또 구매합니다 너무 좋아요~,5
20.12.29.,배송빠르고 아주좋아요,5
20.12.22.,마실때 찻잎을 마시지 않게 2중으로 되어 있네요..,4
21.01.16.,"마음에듭니다
함께 보내준 커버도 넘 이쁘네요",5
21.02.20.,추우누엉너노노,5
