date,review,rating
25.04.17.,선물하려고 샀는데 박스가 저렇게 찢어져서 왔네요...포장할때부터 저상태였는지 배송오면서 부딪혀서 그런건지 알수 없지만 새제품 박스가 저렇게 오면 안되는거 아닌가요?,4
25.05.04.,선물했는데 맘에들어해서 기뻐요:),5
25.05.02.,실물이 더 이뻐요 편리하게 잘 쓰고있어요,5
25.04.24.,처음보다 사용할수록 맘에 들어요 텀블러에 바로 내려 마시기 편해요,5
25.04.14.,딱 화면이랑 똑같아요 안쪽이랑 색상도 잘맞고 스ㅌㄹ썼는데 스텐은 시간지나면 커피 착색도 남고 냄새가 나더라구요 냄새가 너무 컸어요 ㅠ 주로 물 마실거라 냄새없이 먹을 수 있어 좋아요!,5
25.03.27.,디자인 마음에 들어요 어제 아아 담아두고 아침에 보니 얼음도 잘 있고 흔들어봐도 물안새고 좋네요 음용구 라고 하나요 이부분은 빨대 대용으로 사용하는거라 이것도 좋네요,5
25.04.07.,선물로 구매한 텀블러에요 사이즈 색감 다 너무 좋아요 다만 스텐 제질이 아니라서 차가운 음료 담으면 텀블러가 너무 차가워요 여름에는 좋을 수도 있을 곳 같아요 ㅎㅎ,5
25.04.16.,색상이 이쁩니다. 커피맛도 좋고요. 저는 개인적으로 지름이 살짝 작았ㅇ.면 더좋았겠어요,4
25.05.01.,스텐이 아니라서 너무 좋아요 가볍고 깔끔해요,5
25.05.05.,벌써 뚜껑땜에 몇번째인지.... ㅜㅜ 마음에 들어 잘 사용하는데 뚜껑이 항상 문제예요. 깨져서 바꾸고 고무패킹 없어져서 바꾸고.. 뚜껑만좀 판매해주세요.,5
25.04.16.,밀폐가 잘 되고 보냉이 오래가요! 안에 세라믹 코팅이 되어 있어서 물마실 때 쇠맛이 안나서 좋았습니다!!,5
25.03.31.,새지않습니다. 너무 맘에드는데 단점이라면 들고다닐수있도록 하는게 있는데 천으로 돠어있어서 세척할때마다 좀불편해요. 하지만 너무 좋아요^^,5
25.04.21.,괜찮아요.수밀감도 좋네요.,3
25.04.16.,디자인과 색이 너무나 이쁘네요. 새는 거 없이 밀폐력이 좋아요.,5
25.05.01.,밀폐가 잘되어 정말 만족하는 세라믹텀블러입니다~!!,5
25.05.01.,원래 쓰던 텀블러에 물때 껴서 새로 구매한건데 디자인 너무 이쁘고 얼음도 잘 녹지 않아서 거의 매일 들고 다닙니다. 살짝 무게감이 있어요.,5
25.04.24.,"스탠리 손잡이 저는 취향이 아니어서 적합한 거 찾고 있었는데 쇠맛도 안 나고, 뚜껑도 돌려서 열고 닫아서 확실히 물 안 흘려요. 단점은 뚜껑 입구가 작은 거? 그건 빼고는 진짜 맘에 들어요. 역대급 쓴 거 중에 제일 좋아요.",5
25.04.23.,세라믹이라 쇠냄새 안나고 색상도 고급스럽네요,5
25.04.27.,겉면이 오돌토돌 해서 잡기 편하고 좋아요,5
25.03.21.,"디자인 만족,, 안 새는 디자인과 고무바닥 만족... 빨대 구멍이 작음... 스벅 종이 빨대 안들어감... 억지로 구겨넣으면 힘들게 들어가긴 함... 공차는 꿈도 못꿈... 끈은 컵 씻을때마다 꼈다뺏다 해야함 귀찮,,, 하지만 패브릭이 아닌 고무였으면 또 싼티나고 별로였을것같기도... 보냉 : 근무 9시간동안 컵에 반채운 얼음은 거의 녹음... 개차갑게 먹으려면 얼음 더 채워야함... 보온 : 안해봄,,, 안에 칠이 은근 잘벗겨진다는 후기가 많던데 스폰지로 잘 닦아 써보겠음,,, 사용 2주동안은 문제없음... 무난하게 만족,,,",5
25.04.28.,밀폐되어서 새지 않는게 넘 좋아요,5
25.04.10.,좋아요!!! 따뜻한 커피 마실때 쇠맛나는게 싫어서 구매 했어요! 디자인도 이쁘고 좋아요 잘 쓸게요~!,5
25.03.21.,세라믹이라서 무거울 줄 알았는데 스텐보다 훨씬 가벼워요. 물 넣고 가방에 아무렇게 넣고 다녀도 새지 않아서 좋아요!! 방수도 잘되는데 세척도 쉬워서 아주 만족합니다. 세라믹이라 그런지 확실히 물 맛에서 쇠냄새가 안나요. 이것도 아주 만족합니당. 예쁜 디자인 많이 내주셨음 좋겠어용.,5
25.04.30.,보냉 보온 효과는 확실히 좋아요 얼음이 진짜 거의 안녹아요 근데 가방에 넣고 다니시지는 마세요ㅠ 자주 열고닫으면 헐거워졌는지 가방에서 대참사....... 같은 일 겪지마시길,4
25.04.21.,650짜리를 사용하고 있었는데 너무 무거워서 500짜리를 다사 구매했어요. 락앤락 믿고 사용합니다,5
25.04.20.,단단해 보이고 예뻐요 아들이 좋아하면 됐죠뭐,5
25.03.27.,아들래미 기숙사에서 물도 마시고 커피도 마시라고 아빠가 선물로 구매하였습니다. 입구가 넓어서 손 넣어서 세척이 가능합니다. 여러 색상 중에 아들이 아이보리 골랐는데 깔끔하니 예쁩니다. 잘 사용하길 바래봅니다.,5
25.04.15.,날이 더워지니까 시원한 아이스 아메리카노 마실때 500ml 텀블러가 딱이라 샀어요 가볍고 이뻐요,5
25.04.15.,밀폐력 너무 좋아요. 단지 텀블러 색상코팅에 재질때문인지 살짝 미끄러운감이 있어요,5
25.04.21.,관리는 조금 까다로울 거 같아요 그래도 이뻐요,5
25.04.29.,용량도 딱좋고 기능이나 디자인도 맘에듭니다 세라믹이라 세척도 간편하고 따뜻한물을 자주 마시는 더에겐 딱이에요,5
25.04.24.,생각보다 가볍고 디자인도 맘에듭니다. 밀폐력도 걱정하였으나 진짜 안세내요 ㅋㅋㅋ 보냉력은 다른 제품에 비해 좀 떨어져요.,5
25.04.01.,받아본 후 며칠 사용 후 후기입니다. 사이즈 넉넉하고 색이 예뻐요. 세라믹 처리라 냄새 밸 걱정없이 물과 홍차 다 사용할 수 있어서 좋아요,5
25.04.21.,오늘 처음 써봤는데 맘에 쏙 들어요~,5
25.04.15.,색상이쁘고 세라믹이라 좋아요 흠집없이 깨끗한거왔어요.,5
25.03.28.,일반적인 카페 음료 테이크아웃 하기 좋은 사이즈의 텀블러예요. 마실 때 빨대 필요없고 밀폐력 좋아서 뒤집었을 때 새지 않아서 좋아요. 디자인은 말할 것도 없이 예쁩니다ㅎㅎ 왜 전에 비싼 돈 주고 ㅅㅌㄹ 샀나 싶네요...,5
25.03.21.,아들냄이 스텐 텀블러는 쇠맛이 난다고 해서 검색해서 구매했습니다. 세라믹 코팅이 되어있어 냄새도 안나고 가방에 넣고 다녀도 새지 않아 좋다고 하네요. 식세기 세척이 되면 좋겠지만 세라믹 코팅이 벗겨지면 안되니 불편을 감수하긴 해야겠네요.,5
25.04.28.,예쁘고좋아요~^^ .,5
25.04.29.,"이미 사용하던 제품인데 만족도 높아서 재구매했어요! 사이즈, 디자인, 물도 안새고 너무 좋습니다! ????",5
25.04.29.,"이미 사용하던 제품인데 만족도 높아서 재구매했어요! 사이즈, 디자인, 물도 안새고 너무 좋습니다! ????",5
25.04.16.,구매후 몇번안쓰고 뚜껑에 마개부분이 부러졌어요 뚜껑만 구매가안되어서 컵만 써요 ㅠ,1
25.04.27.,한 달동안 사용하고 있는데 너무나도 만족하는 텀블러 입니다! 들고다니기도 너무 좋고 디자인도 너무 예뻐욥,5
